Template,mname,Subject,date,Inactive Users,1st Time Openers,First Open %,1st Time Clickers,First Click %
Opener Workflow - Click2Win -WhatIf (Email#2),GIFTCARDGRABBER MIKD FROG,verify your email,10/26/2022,1375,3,0.217706821,23,1.645207439
ZinQ_M&MsVsSkittles_Day0 Non-Clickers ???? ???? ????,GPTT A DRL,We tried to contact you (Check For BONUS),10/26/2022,4650,2,0.042992261,2,0.042992261
Internal_SIG_ANC ????,GiftCardGrabber A DRL,Please activate your account,10/26/2022,1166,2,0.171232877,6,0.511945392
????-live-Day 0.2 GiftCardGrabber-Paypal- CPC ????,Sweepsgen2 GFR,Please Activate Your Account. [You received a PayPal offer alert],10/26/2022,10330,2,0.019357336,1,0.009679605
GPTT Internal 2.5 ???? (48hr-nonclk),GPTT C DRAGON,2nd attempt: ???? {{first_name}} Your Notification Has Arrived,10/26/2022,3722,2,0.053705693,2,0.053705693
TRIGGER SIG DROP EFLink,gpttSGRB WIFI,{{first_name}} confirm your $5 account credit!!,10/26/2022,538,2,0.37037037,2,0.37037037
GPTT Internal 2.7 ???? (Nonopeners automation sultan),Signature 2019 DRAGON,???? confirm your email,10/26/2022,7477,2,0.026741543,1,0.01337256
WEEKLY - (GCG) Cash App Reward Offer [GCGT1] ???????? EFLink,MyShopDiscounts WIFI,{{first_name}} confirm your Cash App sweeps offer,10/26/2022,1406,2,0.142045455,2,0.142045455
WEEKLY - Open No Open Day 5 (WhatIf) Found Money Guide ???? EFLink,MyShopDiscounts WIFI,Please verify your email,10/26/2022,1457,2,0.137080192,15,1.019021739
WEEKLY - Open No Open 3 (INT) Gift Card Grabber [GCGT1] ???? EFLink,MyShopDiscounts WIFI,We sent you a cash app deposit offer alert,10/26/2022,1406,2,0.142045455,9,0.636042403
WEEKLY - Open no open day 2 (INT) SIG Internal ???? EFLink,MyShopDiscounts WIFI,Thank you {{first_name}} {{last_name}} - Here is your $5 instant activation bonus offer,10/26/2022,1458,2,0.136986301,4,0.273597811
Day 0 Follow Up: Zeeto Target (2GXWa-tgt-atox-smr) ????????,GPTTco SDR,{{first_name}} You Have (1) Redeemable Target Gift Card Offer,10/26/2022,6041,2,0.033096144,5,0.082699305
1026_22_zeeto_cvs_gc_7am  ????? (02622smrtst-cvsgc),GiftCardGrabber SDR,???? Your CVS offer is now here.,10/26/2022,7658,2,0.026109661,2,0.026109661
OPENER - (GetitFree) Adidas Socks Sample Template 1 [ASOT1] (OPENER FLOW) ???? opnflw EFLink,MyShopDiscounts WIFI,"{{first_name}}, You have not activated your offer ??",10/26/2022,1401,2,0.142551675,10,0.708717222
Day 0 EFLink,GETPAIDTOTRY MIKD WIFI,your offer finalist letter is ready {{first_name}} ?,10/26/2022,747,2,0.267022697,2,0.267022697
Opener Level 1 - Zeeto paypal,GPTTco SDR,Your PayPal offer is here,10/26/2022,1035,2,0.192864031,9,0.862068966
SIG Internal v2 [New SL] [FN2] ? [Have Opened Any Email ONLY ONE TIME AND HAVE BEEN SENT ANY EMAIL ONE TIME IN ,GPTTN2 DRAGON,{{date}} we sent you a confirm receipt,10/26/2022,1218,2,0.163934426,4,0.327332242
Sig MIKD day0 ????,SIGNATURESURVEYS MIKD DRAGON,can you please confirm your email?,10/26/2022,1300,2,0.153609831,3,0.230237913
2 Day New No Opens - EMAIL #2 EVERFLOW,gcgSGRB WIFI,"{{first_name}}, your email needs to be confirmed",10/26/2022,1261,2,0.158353127,2,0.158353127
Internal_GPTT_Day0 (Email #1) ????,GPTT A DRL,Please confirm your email,10/26/2022,4650,2,0.042992261,1,0.021500753
Day 0 New - (Amici) Visa $500 EFLink,gpttSGRB WIFI,FWD - Confirm your contact information,10/26/2022,437,2,0.455580866,1,0.228310502
8AM - 1026 - Zinq - iPhone 14 Pro Test ? t&k [4NEW 4 OPEN] ? [non generic],GPTT C DRAGON,"???? hello, your offer has arrived",10/26/2022,17371,2,0.011512117,8,0.046032568
zeeto paypal drop,GetPaidToTry TRG SDR,{{first_name}} your PayPal offer has arrived,10/26/2022,4097,2,0.048792388,31,0.750968992
"102622-???? (Zeeto) KitchenAid - CPA (U)-5am-ee-You received a KitchenAid package offer today, Confirm ASAP! ?",Sig (Dave) GFR,"You received a KitchenAid package offer today, Confirm ASAP!",10/26/2022,23546,2,0.00849329,3,0.012739394
Day 0.99 PayPal Conceptual  (d0pint99) ????????,GetPaidToTry TRG SDR,{{first_name}} Confirm your PayPal offer,10/26/2022,5432,2,0.0368053,5,0.091962479
1026_22_Zeeto_Adidas_4am (O+1DN) ?????,SignatureSurveys A DRL,Please confirm your email,10/26/2022,821,2,0.243013366,1,0.121654501
Non Clicker 4D - Internal Scratch,GetPaidToTry TRG SDR,"???? You have a message in your inbox, see here",10/26/2022,1489,2,0.134138162,3,0.201072386
Internal_HiddenMoneyFinder_Day0,HiddenMoneyFinder MIKD DRL,[ACTION NEEDED] Delivering emails to {{first_name}},10/26/2022,18,2,10,2,10
Day 0 4 hour Follow up Internal - GiftCardGrabber CashApp - refresh [DATE] (2),GPTTN2 DRAGON,"{{ ""now"" | usa_time_zone: ""ET"" | date: ""%m-%d-%Y"" }} your records indicate you would be interested i",10/26/2022,3408,2,0.058651026,1,0.029334116
Day0 - $25.00 Scratch Card EFLink,Samplegrabber special WIFI,welcome!  your $25 scratch sweeps entry needs confirmation {{first_name}},10/26/2022,820,2,0.243309002,1,0.12180268
Darryl's MJS Day 0 ???? ????????,MajorSweeps SDR,? Your PayPal offer is here...,10/26/2022,8300,2,0.024090581,2,0.024090581
Whatif_USAAssistanceGuide_Day0 (Email #5),giftcardgrabber FROG,Delivered: check your funds info,10/26/2022,2520,2,0.079302141,3,0.118906064
102622 S4 RLV T1 (8:45am) / All Opener or 4 Day New ?,GPTTZ1 PNT,"{{ ""now"" | date: ""%m-%d"" }} Your $750 Venmo Deposit Offer is Waiting!",10/26/2022,31250,2,0.00639959,2,0.00639959
Zeeto-Tide-Open-Specific-StrongTemplate-- [-tidemn--atoxsmr],GetPaidToTry TRG SDR,{{first_name}} You have a message in your inbox regarding a Tide sample,10/26/2022,3969,2,0.050365147,16,0.401505646
Conceptual_Kohls_Day0 (Email #4),giftcardgrabber FROG,???? {{first_name}} please confirm your email,10/26/2022,2498,2,0.08,5,0.199760288
Internal_GPTT-(Creative#10) ????,Sig. Surveys (GF Marketing) FROG,activate your account,10/26/2022,636,2,0.313479624,6,0.934579439
FinderCash (Open ONE time ONLY) SUB ID: fincash-opnt1flw SPECIFIC UPDATED,GetPaidToTry TRG SDR,You May Have Unclaimed Money in Your Name [Check Now],10/26/2022,3590,2,0.055679287,5,0.139082058
Official Saad Day 0 ????,GiftCardGrabber SDR,ALERT: Your PayPal offer has arrived,10/26/2022,1210,1,0.082576383,1,0.082576383
Opener Email #1 (Amici) Target Sweeps Offer [TSOT1] opnflw  EFLink,GiftCardGrabber UFC,FWD: {{first_name}} confirm your entry ticket,10/26/2022,127,1,0.78125,4,3.053435115
Opened Any Email ONLY ONE TIME AND  - Clickwork7 - iPhone Vs Samsung,Giftcardgrabber DRAGON,"You received iPHONE and SAMSUNG offers today, Confirm ASAP!",10/26/2022,194,1,0.512820513,3,1.52284264
O no O in 1 D SIG T1 EFLink,Samplegrabber special WIFI,{{first_name}} you still have to confirm your email,10/26/2022,360,1,0.27700831,2,0.552486188
MJS-ScratchCard-Creative#4-STRONG-CREATIVE ????????,SignatureSurveys FROG,2nd Attempt: We're trying to reach you....,10/26/2022,1582,1,0.063171194,1,0.063171194
Non Clicker 1D,GPTTco SDR,{{date}} You have a message in your inbox,10/26/2022,7413,1,0.013487996,2,0.026972353
MMS / OPNFLW / ob mincs,GPTTZ1 PNT,{{date}} Learn how you can increase your income from home today!,10/26/2022,1388,1,0.07199424,5,0.358937545
MJS-ScratchCard-Creative#4-STRONG-CREATIVE,GPTT (GF Marketing) FROG,FWD: We're trying to contact you....,10/26/2022,2418,1,0.041339396,2,0.082644628
Opener WF- Shift44-SuperSweeps,GPTT FROG,are we adding the name {{first_name}}{{last_name}} to the winner's list?,10/26/2022,3105,1,0.03219575,2,0.064370776
Openers LEVEL 3 - (ZinQ) Test & Keep the New iPhone 12 v1,Giftcardgrabber DRAGON,???? We sent you message ping,10/26/2022,591,1,0.168918919,1,0.168918919
WEEKLY - Open no open day 2 (INT) GPTT Internal ???? EFLink,MyShopDiscounts WIFI,FWD: Confirm your $5 acc credit....,10/26/2022,1458,1,0.068540096,2,0.136986301
*PA Shell Survey $90,GPTTZ1 PNT,{{date}} You’ve been selected! Start your Shell survey to unlock reward offers ?,10/26/2022,6756,1,0.014799467,2,0.029594555
Scratch Card [2dn1plsopennoclk-scrtch] (2) ????,GetPaidToTry TRG SDR,{{first_name}} confirm your $25.00 scratch card,10/26/2022,2262,1,0.044189129,10,0.440140845
Scratch Card v10 - [Have Not Opened More than 1 Day Ago],GPTTN2 DRAGON,{{date}} we sent you a message,10/26/2022,1260,1,0.079302141,2,0.158478605
Shift44_RewardsLockerAmazon_Day0 (Email #3),giftcardgrabber FROG,We tried to reach you....,10/26/2022,2443,1,0.04091653,1,0.04091653
Skenzo-BuyNow&PayLater -Clicker Workflow (Email#1),Major Sweeps 2 FROG,you have received buy now & pay later options. see inside.,10/26/2022,663,1,0.15060241,1,0.15060241
Skenzo Laptop Clicker ???? (sklptp-clkcflw),GPTTco SDR,{{first_name}} New 2022 laptop options,10/26/2022,731,1,0.136612022,1,0.136612022
WEEKLY - Opener Never Clicked (INT) Cash App Reward Offer [VROT1] ???????? EFLink,MyShopDiscounts WIFI,confirm your new reward offer ? $100 Cash App.,10/26/2022,1406,1,0.071073205,3,0.212916962
> ????-live-2X-CLICKERS-AND-NON-OPENERS-BTW-1TO5DAYS-WORKFLOW-???? (WhatIf) Free Samples Guide - Nike Socks - RS (U),GiftCardGrabber GFR,"You received an CLOTHING PACKAGE offer today, Confirm ASAP!",10/26/2022,64,1,1.538461538,1,1.538461538
Whatif-BestDayEver-STRONG-CREATIVE,GPTT (GF Marketing) FROG,(1)We're trying to contact you....,10/26/2022,2229,1,0.044843049,2,0.089645899
Whatif_OmgSweeps_3DayNew [Level #3] (ACTIVE) ????,MAJORSWEEPS MIKD  DRL,{{first_name}} Please verify your email,10/26/2022,8,1,11.11111111,1,11.11111111
????-live-OPENERS-WHO-HAVE-NOT-OPEN-BTW-1to6DAYS-???? (Zeeto) Panera - CPA (U),Major (Dave) GFR,"Hi {{first_name}}, you have new alerts",10/26/2022,1803,1,0.055432373,8,0.441744892
Day 0 12 hrs later ???? ???? EVERFLOW,gcgSGRB WIFI,{{first_name}} your offer is pending review...,10/26/2022,1296,1,0.077101002,2,0.154083205
Level 2 Openers - Clickwork7 - Cashapp Vs Paypal ???? (07/06] SUBID: cw-opnflw [atox],GPTT C DRAGON,Cash App deposit or PayPal GC - You get to choose,10/26/2022,2007,1,0.049800797,3,0.149253731
Clickwork7_CashApp (Email#3) ?,GPTT FROG,Please confirm your CashApp offer,10/26/2022,2890,1,0.034590107,1,0.034590107
Shift44-SuperSweeps -OPENER WORKFLOW - Email#3 ????,Major Sweeps 4 FROG,e-delivery: are we adding the name {{first_name}}{{last_name}} to the winner's list?,10/26/2022,2749,1,0.036363636,6,0.217785844
102622 - (Conceptual) Netflix Reward Template 1 (NETT1) 4:00 am OPN  ?,Samplegrabber special WIFI,"10/26/22 - FWD: {{first_name}}, we sent you an netflix rewards offer >>>",10/26/2022,1048,1,0.095328885,1,0.095328885
"102622-???? GiftCardGrabber-PayPal - CPC-7am-2x-anc-Your PayPal Deposit offer was eDelivered on {{ ""now"" | date: """,GiftCardGrabber GFR,"Your PayPal Deposit offer was eDelivered on {{ ""now"" | date: ""%m/%d/%y"" }}",10/26/2022,4778,1,0.02092488,1,0.02092488
"102622-???? (Skenzo 2) Bank Account 0520 - RS (U)-4am-ee-{{first_name}} we sent you Bank Account options, View ASA",GiftCardGrabber GFR,"{{first_name}} we sent you Bank Account options, View ASAP!",10/26/2022,4476,1,0.022336386,1,0.022336386
"102622-???? (ZinQ) Win cash western union - [YR] - CPA (U)-6am-ee-You received a message alert today, View ASAP! ?",Sig (Dave) GFR,"You received a message alert today, View ASAP!",10/26/2022,23782,1,0.004204684,3,0.012612991
2 Day New No Opens - EMAIL #3 EFLink,MSDZ1 WIFI,{{first_name}} your $12k sweeps entry needs your confirmation.,10/26/2022,142,1,0.699300699,1,0.699300699
Click2Win -WhatIf (OPENER WORKFLOW - Email#1) ?,GPTT FROG,verify your email,10/26/2022,2898,1,0.034494653,1,0.034494653
Clickers: Conceptual AMC 2 [cncptamc-noclkflw] ???? (2),Signature 2019 DRAGON,We're trying to contact you....,10/26/2022,1111,1,0.089928058,7,0.626118068
Clicker (WhatIf) Free Samples Guide – Tide - RS (PY) clkflw  EFLink,MajorSweeps UFC,Email delivered {{first_name}} activation actions are requested.,10/26/2022,42,1,2.325581395,1,2.325581395
Clickwork7_CashAppVsPaypal_NEU ????,GiftCardGrabber A DRL,Cash App deposit or PayPal GC - You get to choose,10/26/2022,398,1,0.250626566,3,0.748129676
GiftCardGrabber-Cash App - CPC-SPECIFIC-v1,SwpGF2 GFR,"You received a CASH APP DEPOSIT offer today, Confirm ASAP",10/26/2022,3923,1,0.0254842,1,0.0254842
Clickwork7 - Paypal v Cash v1 ????,SIGNATURESURVEYS MIKD DRAGON,Cash App deposit or PayPal GC - You get to choose,10/26/2022,21,1,4.545454545,1,4.545454545
Clickwork7_USPTiPhone12MaxVsS20Ultra_MT1DNO ????,GPTT A DRL,iPhone 12 Pro Max or Samsung Galaxy S20 Ultra? [details inside],10/26/2022,777,1,0.128534704,2,0.256739409
Conceptual paypal (Exclusion drop) ????????,GetPaidToTry TRG SDR,"{{first_name}} Confirm your PayPal offer {{ ""now"" | date: ""%d-%m-%Y"" }}",10/26/2022,5637,1,0.017736786,1,0.017736786
Day 0 4 hrs later ???? EVERFLOW,gcgSGRB WIFI,confirm your email,10/26/2022,1386,1,0.072098053,2,0.144092219
DAY 0 GPTT Internal (EMAIL#1) ????????,SigM2 FROG,Please Confirm Your Email,10/26/2022,2747,1,0.036390102,1,0.036390102
DAY 0 -SIG.S-Internal-(Email#A) ????????,GPTT FROG,Please Confirm Your Email,10/26/2022,2990,1,0.033433634,1,0.033433634
Day 5 (Zeeto) Tide vs Gain - CPA (PY) EFLink,MSDZ1 WIFI,Sample Notice: Tide Detergent or Gain Detergent?,10/26/2022,2895,1,0.034530387,2,0.069036935
fluent Cash App #1 Opener Non-Clicker Workflow ???? ????,GiftCardGrabber SDR,Confirm your Cash App offer,10/26/2022,61,1,1.612903226,2,3.174603175
(GetItFree) Coffee Sample Offer [CSOT1] 15 min EFLink,Samplegrabber special WIFI,(1) email offer needs your confirmation {{first_name}},10/26/2022,661,1,0.151057402,1,0.151057402
Zeeto-LYSOL -Opener Workflow - Email#3,MajorM2 FROG,(open & claim) we're trying to contact you....,10/26/2022,1540,1,0.064892927,3,0.194426442
Day 0 - GPTT INTERNAL (#1 EMAIL),MajorM2 FROG,please confirm your email,10/27/2022,15611,384,2.400750234,239,1.507886435
102722 - (INT) MJS Offer [MJST1] 4:00 pm EE ?,MyShopDiscounts WIFI,"{{ ""now"" | date: ""%m-%d"" }}- {{first_name}}, confirm your email.",10/27/2022,84928,354,0.415093455,225,0.264230268
1027-22-Siginternal(CREATIVE#6)-EE,Major Sweeps 4 FROG,(1) please activate your account,10/27/2022,198774,284,0.142671985,385,0.193312881
1027_22_fluent_paypal100 4am ?????,GetPaidToTry TRG SDR,"{{ ""now"" | date: ""%m-%d"" }} your PayPal offer is here",10/27/2022,20637,258,1.234745154,199,0.95507775
1027 -  USA Assistance Guide v2 [EE] - [openers] - 1PM,GPTTN DRAGON,Please verify your email,10/27/2022,17814,257,1.422168115,237,1.312946651
102722 (Zeeto) Craftsman (ZECT1) EE 7:00 am ?,MyShopDiscounts WIFI,"{{ ""now"" | date: ""%m-%d"" }} Confirm: We sent you a message regarding your Craftsman offer {{first_na",10/27/2022,79266,255,0.320670012,128,0.161221251
1027 - EE - WHatif - The American Survey Cashapp v2 [FROM GPTT],SigN DRAGON,"{{first_name}} we sent you a CASH APP DEPOSIT offer {{ ""now"" | date: ""%m-%d"" }}, Confirm this ASAP!",10/27/2022,121075,229,0.188781903,210,0.173145896
1027-22-Getpaidtotry-Internal(Plain.Creative)-(3NEW)(OPEN),GIFTCARDGRABBER MIKD FROG,please activate your email ????,10/27/2022,5539,203,3.535353535,236,4.086580087
1027-22-Siginternal(PLAINCREATIVE)-EE,giftcardgrabber FROG,{{first_ name}} confirm your account,10/27/2022,16183,199,1.214747894,150,0.91838609
1027 -  GPTT Internal v21 ? - [EE] - [actual GPTT] [EE],GPTTN DRAGON,???? {{first_name}} we sent you a message notification,10/27/2022,16678,193,1.143974868,147,0.873699851
Day 0 - GPTT Internal (#1 EMAIL) ????,MajorSweeps FROG,please confirm your email,10/27/2022,55046,172,0.311492629,107,0.194005766
8AM - 1027  - Zinq Roku Ultra [Test&] v4 - Confirm ?,GPTT C DRAGON,Please confirm your email,10/27/2022,32085,170,0.52705007,110,0.341667961
1027-22-Getpaid-Internal-(Creative#8)-EE,MajorM2 FROG,please confirm your email ????,10/27/2022,94657,157,0.165587361,167,0.176115751
DAY 0- Click2Win -WhatIf (Email#2),SignatureSurveys FROG,verify your email,10/27/2022,25374,151,0.591576885,106,0.416012559
1027-22-Conceptional-Dewalt-Email exists,Major Sweeps 4 FROG,DELIVERED: we tried to reach you,10/27/2022,234847,147,0.062554789,201,0.085514448
1027-22-Zinq-WinCASHAPP-(3NEW)(OPEN),MajorM1 FROG,???? You received a CASH APP DEPOSIT offer notification,10/27/2022,95395,147,0.153859036,140,0.146543152
1027_22_Whatif_TopCreditCardFinder_2pm (EE) ?????,Sig TRG DRL,? Your 'try before you buy' offer arrived ?,10/27/2022,12612,140,1.097867001,51,0.402748164
1027 - SIG internal v22 [EE] [OPEN] - [not generic] (no open 48 hours) | ernal-1027-smrxmk (2),GPTTN DRAGON,10/27/22: Confirm Your $5 Credit,10/27/2022,16127,135,0.830156192,105,0.646870379
1027-22-Zinq-Playstation5-(Creative#7)-EE,MajorSweeps FROG,delivered: confirm your contact info,10/27/2022,213458,131,0.061332747,102,0.047761753
GetPaidToTry-(Creative#SA)-Inactive Clicker WorkFlow,MajorSweeps FROG,please confirm your email,10/27/2022,42710,131,0.305781844,343,0.796692449
1027-22-Conceptional-IPAD-(3NEW)(OPEN),GIFTCARDGRABBER MIKD FROG,DELIVERED: can you please confirm your offer?,10/27/2022,5368,129,2.346734582,115,2.097391939
Day 0 Clickwork7 - Cashapp Vs Paypal,GPTTN DRAGON,Cash App deposit or PayPal GC - You get to choose,10/27/2022,2534,129,4.844160721,76,2.911877395
1027_22_Conceptual_Paypal_4am (EE) ?????,Sig TRG DRL,NEW: Your $500 PayPal Offer is Here ?,10/27/2022,12061,128,1.050127164,72,0.593422896
1027-22-Zeeto-BedBathBeyond-EE,Major Sweeps 3 FROG,???? You've got a GOLDEN Ticket (More details inside).,10/27/2022,226644,124,0.054681437,121,0.053359204
INTERNAL AUTOMATION,Samplegrabber special WIFI,"{{first_name}}, you still need to confirm your email!!",10/27/2022,14291,123,0.853337033,68,0.473570583
Sig Internal(PLAINCREATIVE)-NEW WorkFlow ????????,SignatureSurveys FROG,[1] your account needs confirmation,10/27/2022,1131,118,9.447558046,91,7.446808511
1027-22-Conceptional-CashApp-EE,SignatureSurveys FROG,we're trying to contact you. did you forget about your offer?,10/27/2022,58270,118,0.202096321,92,0.157636818
1027-22-Whatif-OMGSweeps-(creative#3),MajorM2 FROG,verify your email,10/27/2022,101916,118,0.115647725,88,0.086271127
1027-22-Conceptional-IPAD-EE,MajorM2 FROG,DELIVERED: can you please confirm your offer?,10/27/2022,99277,117,0.117713343,106,0.10665808
1027_22_Fluent_Rewardle750Cash_10pm (EE) ?????,Sig TRG DRL,?You have 3 chances. Can you guess today's cash reward??,10/27/2022,12944,113,0.865436165,82,0.62951021
1027-22-Whatif-OMGSweeps-EE,SignatureSurveys FROG,???? you received your grand prize offer! verify email now ?,10/27/2022,41568,108,0.259141952,99,0.237598099
1027_22_Zeeto_Pyrex_2am (EE) ?????,Sig TRG DRL,2nd Attempt: We're trying to contact you....,10/27/2022,11914,105,0.873616773,56,0.467836257
Sami Day 0,GPTTZ1 PNT,"{{ ""now"" | date: ""%m-%d"" }} Confirm email and accept a $5.00 credit...",10/27/2022,7704,102,1.306687164,106,1.357234315
1027_22_fluent_visa 8am ?????,GetPaidToTry TRG SDR,"???? {{ ""now"" | date: ""%m-%d"" }} your Visa offer is here",10/27/2022,26200,93,0.35370631,73,0.277851787
1027 - GPTT Internal 2.8 (aggresive),SigN DRAGON,"{{ ""now"" | date: ""%m-%d"" }}, please confirm your email",10/27/2022,122388,92,0.075114304,109,0.088981771
1027 - USA Assistance Guide v2 - 5PM,GPTTN2 DRAGON,"hello, please verify your email",10/27/2022,48613,91,0.18684297,122,0.250333436
1027_22_Skenzo_Tablets_11am (EE) ?????,GiftCardGrabber A DRL,Your new tablet options are here,10/27/2022,5514,90,1.605995717,64,1.147364647
1027 -  Target Conceptual 2 - Email Exists + have not started 1 - 5PM,Giftcardgrabber DRAGON,{{first_name}} ???? please confirm your offer,10/27/2022,20780,87,0.416926247,71,0.340511246
